timestamp,solar_kw,wind_kw,demand_kw,battery_soc_pct,grid_import_kw
2026-08-27T06:00:00,6.2,11.15,36.42,0.0,19.08
2026-08-27T07:00:00,16.47,15.59,52.88,0.0,20.82
2026-08-27T08:00:00,36.66,13.06,65.87,0.0,16.15
2026-08-27T09:00:00,68.3,20.48,83.01,2.9,0.0
2026-08-27T10:00:00,106.52,13.65,86.13,19.9,0.0
2026-08-27T11:00:00,139.07,20.39,83.92,44.9,0.0
2026-08-27T12:00:00,152.0,20.6,85.02,69.9,0.0
2026-08-27T13:00:00,139.07,14.76,85.32,94.9,0.0
2026-08-27T14:00:00,106.52,7.0,84.19,100.0,0.0
2026-08-27T15:00:00,68.3,9.49,78.25,99.8,0.0
2026-08-27T16:00:00,36.66,18.8,80.54,87.2,0.0
2026-08-27T17:00:00,16.47,13.88,129.5,62.2,49.15
2026-08-27T18:00:00,6.2,15.13,121.52,37.2,50.19
2026-08-27T19:00:00,0.0,14.56,126.11,12.2,61.55
2026-08-27T20:00:00,0.0,29.73,117.12,0.0,62.95
2026-08-27T21:00:00,0.0,24.31,76.78,0.0,52.47
2026-08-27T22:00:00,0.0,17.45,83.48,0.0,66.03
2026-08-27T23:00:00,0.0,23.03,38.38,0.0,15.34
2026-08-28T00:00:00,0.0,21.48,38.68,0.0,17.21
2026-08-28T01:00:00,0.0,22.98,38.07,0.0,15.09
2026-08-28T02:00:00,0.0,27.51,37.71,0.0,10.2
2026-08-28T03:00:00,0.0,23.65,37.87,0.0,14.21
2026-08-28T04:00:00,0.0,33.53,39.21,0.0,5.68
2026-08-28T05:00:00,0.0,31.96,40.69,0.0,8.73
2026-08-28T06:00:00,6.2,10.65,38.36,0.0,21.52
2026-08-28T07:00:00,16.47,20.98,57.99,0.0,20.54
2026-08-28T08:00:00,36.66,8.79,65.76,0.0,20.31
2026-08-28T09:00:00,68.3,13.4,79.19,1.3,0.0
2026-08-28T10:00:00,106.52,10.36,79.19,20.1,0.0
2026-08-28T11:00:00,139.07,16.84,88.86,45.1,0.0
2026-08-28T12:00:00,152.0,20.28,80.3,70.1,0.0
2026-08-28T13:00:00,139.07,17.55,87.18,95.1,0.0
2026-08-28T14:00:00,106.52,8.88,90.21,100.0,0.0
2026-08-28T15:00:00,68.3,21.35,81.19,100.0,0.0
2026-08-28T16:00:00,36.66,21.12,83.62,87.1,0.0
2026-08-28T17:00:00,16.47,14.09,134.8,62.1,54.24
2026-08-28T18:00:00,6.2,19.31,118.23,37.1,42.73
2026-08-28T19:00:00,0.0,13.24,125.31,12.1,62.07
2026-08-28T20:00:00,0.0,18.96,118.91,0.0,75.79
2026-08-28T21:00:00,0.0,18.46,82.84,0.0,64.39
2026-08-28T22:00:00,0.0,11.22,80.69,0.0,69.47
2026-08-28T23:00:00,0.0,21.41,35.07,0.0,13.66
2026-08-29T00:00:00,0.0,23.27,36.76,0.0,13.49
2026-08-29T01:00:00,0.0,34.0,35.65,0.0,1.65
2026-08-29T02:00:00,0.0,32.97,36.35,0.0,3.38
2026-08-29T03:00:00,0.0,31.95,35.47,0.0,3.52
2026-08-29T04:00:00,0.0,17.33,40.47,0.0,23.14
2026-08-29T05:00:00,0.0,15.14,39.56,0.0,24.41
2026-08-29T06:00:00,5.54,19.12,40.13,0.0,15.47
2026-08-29T07:00:00,14.74,16.94,58.92,0.0,27.25
2026-08-29T08:00:00,32.8,12.86,70.41,0.0,24.75
2026-08-29T09:00:00,61.11,14.5,84.93,0.0,9.31
2026-08-29T10:00:00,95.31,11.66,82.0,12.5,0.0
2026-08-29T11:00:00,124.43,18.81,80.69,37.5,0.0
2026-08-29T12:00:00,136.0,20.26,81.86,62.5,0.0
2026-08-29T13:00:00,124.43,6.97,79.4,87.5,0.0
2026-08-29T14:00:00,95.31,10.66,86.47,97.2,0.0
2026-08-29T15:00:00,61.11,10.08,81.8,91.9,0.0
2026-08-29T16:00:00,32.8,8.56,78.36,73.4,0.0
2026-08-29T17:00:00,14.74,21.75,123.36,48.4,36.86
2026-08-29T18:00:00,5.54,20.56,127.43,23.4,51.33
2026-08-29T19:00:00,0.0,7.37,129.19,0.0,74.95
2026-08-29T20:00:00,0.0,33.45,134.38,0.0,100.94
2026-08-29T21:00:00,0.0,17.09,75.92,0.0,58.83
2026-08-29T22:00:00,0.0,33.3,81.65,0.0,48.34
2026-08-29T23:00:00,0.0,23.6,36.21,0.0,12.61
2026-08-30T00:00:00,0.0,22.85,36.04,0.0,13.19
2026-08-30T01:00:00,0.0,19.15,35.07,0.0,15.92
2026-08-30T02:00:00,0.0,16.81,35.05,0.0,18.24
2026-08-30T03:00:00,0.0,28.49,38.31,0.0,9.82
2026-08-30T04:00:00,0.0,15.34,37.85,0.0,22.51
2026-08-30T05:00:00,0.0,33.36,35.61,0.0,2.24
2026-08-30T06:00:00,3.91,19.1,37.59,0.0,14.57
2026-08-30T07:00:00,10.4,14.2,57.94,0.0,33.34
2026-08-30T08:00:00,23.15,12.66,70.07,0.0,34.26
2026-08-30T09:00:00,43.14,17.12,91.56,0.0,31.31
2026-08-30T10:00:00,67.28,11.9,89.52,0.0,10.34
2026-08-30T11:00:00,87.83,17.41,86.85,9.2,0.0
2026-08-30T12:00:00,96.0,12.84,82.93,22.2,0.0
2026-08-30T13:00:00,87.83,7.54,79.97,29.9,0.0
2026-08-30T14:00:00,67.28,7.79,88.28,23.3,0.0
2026-08-30T15:00:00,43.14,10.58,80.42,9.9,0.0
2026-08-30T16:00:00,23.15,8.0,89.64,0.0,38.69
2026-08-30T17:00:00,10.4,19.88,128.41,0.0,98.13
2026-08-30T18:00:00,3.91,10.98,119.84,0.0,104.95
2026-08-30T19:00:00,0.0,11.15,124.19,0.0,113.04
2026-08-30T20:00:00,0.0,14.56,123.92,0.0,109.35
2026-08-30T21:00:00,0.0,17.12,85.91,0.0,68.79
2026-08-30T22:00:00,0.0,34.28,80.6,0.0,46.32
2026-08-30T23:00:00,0.0,16.67,40.83,0.0,24.17
2026-08-31T00:00:00,0.0,16.02,36.07,0.0,20.05
2026-08-31T01:00:00,0.0,18.86,35.47,0.0,16.61
2026-08-31T02:00:00,0.0,17.5,38.95,0.0,21.45
2026-08-31T03:00:00,0.0,16.76,39.68,0.0,22.92
2026-08-31T04:00:00,0.0,12.95,39.93,0.0,26.98
2026-08-31T05:00:00,0.0,14.23,38.53,0.0,24.3
2026-08-31T06:00:00,5.54,12.68,36.78,0.0,18.56
2026-08-31T07:00:00,14.74,16.24,51.34,0.0,20.36
2026-08-31T08:00:00,32.8,21.2,73.96,0.0,19.96
2026-08-31T09:00:00,61.11,9.07,90.34,0.0,20.17
2026-08-31T10:00:00,95.31,18.57,86.31,13.8,0.0
2026-08-31T11:00:00,124.43,18.28,88.0,38.8,0.0
2026-08-31T12:00:00,136.0,14.19,82.06,63.8,0.0
2026-08-31T13:00:00,124.43,16.07,80.17,88.8,0.0
2026-08-31T14:00:00,95.31,19.19,87.92,100.0,0.0
2026-08-31T15:00:00,61.11,14.48,84.04,95.8,0.0
2026-08-31T16:00:00,32.8,17.32,85.08,78.3,0.0
2026-08-31T17:00:00,14.74,20.48,130.06,53.3,44.84
2026-08-31T18:00:00,5.54,15.32,131.26,28.3,60.4
2026-08-31T19:00:00,0.0,6.96,128.73,3.3,71.77
2026-08-31T20:00:00,0.0,30.06,129.22,0.0,92.58
2026-08-31T21:00:00,0.0,33.88,81.83,0.0,47.95
2026-08-31T22:00:00,0.0,12.81,74.14,0.0,61.33
2026-08-31T23:00:00,0.0,26.17,40.79,0.0,14.63
2026-09-01T00:00:00,0.0,30.97,38.36,0.0,7.38
2026-09-01T01:00:00,0.0,25.94,38.77,0.0,12.83
2026-09-01T02:00:00,0.0,27.22,37.93,0.0,10.72
2026-09-01T03:00:00,0.0,10.83,39.81,0.0,28.98
2026-09-01T04:00:00,0.0,28.85,38.02,0.0,9.16
2026-09-01T05:00:00,0.0,23.7,38.97,0.0,15.27
2026-09-01T06:00:00,3.91,7.72,39.44,0.0,27.81
2026-09-01T07:00:00,10.4,10.53,51.26,0.0,30.32
2026-09-01T08:00:00,23.15,10.74,72.57,0.0,38.68
2026-09-01T09:00:00,43.14,9.82,88.26,0.0,35.3
2026-09-01T10:00:00,67.28,21.47,84.92,1.9,0.0
2026-09-01T11:00:00,87.83,12.5,84.71,9.7,0.0
2026-09-01T12:00:00,96.0,17.06,88.63,21.9,0.0
2026-09-01T13:00:00,87.83,16.05,86.94,30.4,0.0
2026-09-01T14:00:00,67.28,7.89,80.2,27.9,0.0
2026-09-01T15:00:00,43.14,10.56,88.31,10.6,0.0
2026-09-01T16:00:00,23.15,11.32,85.92,0.0,30.27
2026-09-01T17:00:00,10.4,6.91,116.21,0.0,98.9
2026-09-01T18:00:00,3.91,10.78,128.44,0.0,113.74
2026-09-01T19:00:00,0.0,17.19,128.51,0.0,111.33
2026-09-01T20:00:00,0.0,17.79,125.33,0.0,107.54
2026-09-01T21:00:00,0.0,21.99,79.57,0.0,57.58
2026-09-01T22:00:00,0.0,13.62,85.04,0.0,71.42
2026-09-01T23:00:00,0.0,15.57,40.91,0.0,25.33
2026-09-02T00:00:00,0.0,11.18,37.75,0.0,26.58
2026-09-02T01:00:00,0.0,30.59,40.85,0.0,10.26
2026-09-02T02:00:00,0.0,21.63,36.59,0.0,14.97
2026-09-02T03:00:00,0.0,15.83,40.71,0.0,24.88
2026-09-02T04:00:00,0.0,15.85,38.5,0.0,22.65
2026-09-02T05:00:00,0.0,14.18,38.15,0.0,23.97
2026-09-02T06:00:00,3.91,21.13,35.77,0.0,10.73
2026-09-02T07:00:00,10.4,19.12,55.08,0.0,25.55
2026-09-02T08:00:00,23.15,20.13,72.28,0.0,28.99
2026-09-02T09:00:00,43.14,10.22,90.41,0.0,37.05
2026-09-02T10:00:00,67.28,14.07,78.54,1.4,0.0
2026-09-02T11:00:00,87.83,6.77,84.89,6.3,0.0
2026-09-02T12:00:00,96.0,13.54,82.31,19.9,0.0
2026-09-02T13:00:00,87.83,8.85,82.88,26.8,0.0
2026-09-02T14:00:00,67.28,11.5,89.63,21.4,0.0
2026-09-02T15:00:00,43.14,6.75,88.41,2.1,0.0
2026-09-02T16:00:00,23.15,19.41,79.83,0.0,33.09
2026-09-02T17:00:00,10.4,20.73,129.26,0.0,98.13
2026-09-02T18:00:00,3.91,20.35,120.8,0.0,96.53
2026-09-02T19:00:00,0.0,12.35,122.86,0.0,110.51
2026-09-02T20:00:00,0.0,34.91,126.78,0.0,91.87
2026-09-02T21:00:00,0.0,19.48,79.08,0.0,59.6
2026-09-02T22:00:00,0.0,17.41,74.22,0.0,56.81
2026-09-02T23:00:00,0.0,13.21,40.03,0.0,26.82
2026-09-03T00:00:00,0.0,26.11,35.87,0.0,9.75
2026-09-03T01:00:00,0.0,34.24,37.61,0.0,3.37
2026-09-03T02:00:00,0.0,18.39,39.66,0.0,21.27
2026-09-03T03:00:00,0.0,29.75,37.56,0.0,7.81
2026-09-03T04:00:00,0.0,11.45,39.59,0.0,28.14
2026-09-03T05:00:00,0.0,20.43,40.28,0.0,19.85
2026-09-03T06:00:00,5.54,15.1,36.2,0.0,15.55
2026-09-03T07:00:00,14.74,7.94,58.81,0.0,36.14
2026-09-03T08:00:00,32.8,12.93,71.29,0.0,25.55
2026-09-03T09:00:00,61.11,8.82,90.02,0.0,20.1
2026-09-03T10:00:00,95.31,14.06,90.6,9.4,0.0
2026-09-03T11:00:00,124.43,15.04,80.52,34.4,0.0
2026-09-03T12:00:00,136.0,12.99,82.03,59.4,0.0
2026-09-03T13:00:00,124.43,10.59,88.25,82.8,0.0
2026-09-03T14:00:00,95.31,16.59,83.72,96.9,0.0
2026-09-03T15:00:00,61.11,10.33,84.77,90.2,0.0
2026-09-03T16:00:00,32.8,16.83,79.83,75.1,0.0
2026-09-03T17:00:00,14.74,16.45,116.5,50.1,35.32
2026-09-03T18:00:00,5.54,14.29,131.24,25.1,61.4
2026-09-03T19:00:00,0.0,15.04,124.06,0.1,59.02
2026-09-03T20:00:00,0.0,18.8,130.18,0.0,111.2
2026-09-03T21:00:00,0.0,21.09,80.61,0.0,59.52
2026-09-03T22:00:00,0.0,16.66,75.84,0.0,59.18
2026-09-03T23:00:00,0.0,24.2,36.9,0.0,12.7
2026-09-04T00:00:00,0.0,17.0,38.42,0.0,21.42
2026-09-04T01:00:00,0.0,32.22,39.52,0.0,7.3
2026-09-04T02:00:00,0.0,20.74,37.48,0.0,16.74
2026-09-04T03:00:00,0.0,23.43,37.25,0.0,13.82
2026-09-04T04:00:00,0.0,18.93,35.34,0.0,16.4
2026-09-04T05:00:00,0.0,17.47,40.84,0.0,23.38
2026-09-04T06:00:00,5.54,8.62,38.02,0.0,23.85
2026-09-04T07:00:00,14.74,16.24,58.19,0.0,27.22
2026-09-04T08:00:00,32.8,9.99,67.44,0.0,24.65
2026-09-04T09:00:00,61.11,10.48,83.64,0.0,12.05
2026-09-04T10:00:00,95.31,13.46,91.17,8.8,0.0
2026-09-04T11:00:00,124.43,19.55,90.07,33.8,0.0
2026-09-04T12:00:00,136.0,7.05,78.64,58.8,0.0
2026-09-04T13:00:00,124.43,17.45,90.38,83.8,0.0
2026-09-04T14:00:00,95.31,13.88,86.19,95.3,0.0
2026-09-04T15:00:00,61.11,6.72,83.52,87.4,0.0
2026-09-04T16:00:00,32.8,20.73,89.43,69.5,0.0
2026-09-04T17:00:00,14.74,19.65,134.44,44.5,50.05
2026-09-04T18:00:00,5.54,10.48,117.18,19.5,51.16
2026-09-04T19:00:00,0.0,9.05,125.45,0.0,77.39
2026-09-04T20:00:00,0.0,27.25,133.83,0.0,106.58
2026-09-04T21:00:00,0.0,28.21,81.89,0.0,53.67
2026-09-04T22:00:00,0.0,29.25,79.45,0.0,50.2
2026-09-04T23:00:00,0.0,24.09,35.2,0.0,11.11
2026-09-05T00:00:00,0.0,16.38,40.55,0.0,24.17
2026-09-05T01:00:00,0.0,26.37,36.81,0.0,10.44
2026-09-05T02:00:00,0.0,13.85,36.49,0.0,22.64
2026-09-05T03:00:00,0.0,26.15,39.21,0.0,13.06
2026-09-05T04:00:00,0.0,13.46,35.39,0.0,21.92
2026-09-05T05:00:00,0.0,23.44,38.5,0.0,15.06
2026-09-05T06:00:00,6.2,12.59,36.32,0.0,17.54
2026-09-05T07:00:00,16.47,15.81,50.69,0.0,18.41
2026-09-05T08:00:00,36.66,11.28,69.56,0.0,21.62
